drugName,drugPrescStat,price,manufNo,maxDosage,Disease
Children'S Advil,O, 0000.0000,014624,200,Duodenal Diseases
Watkin'S Super Multi,O, 0000.0000,005446,200,Chromosome 8 ring
Droperidol Injection,P, 0000.0000,004773,200,"Hearing Loss, Bilateral"
Penta-Trazodone Tablets,P, 0000.0000,007066,200,Aase Smith syndrome 2
Penta-Piroxicam Capsules,P, 0000.0000,007066,200,Pseudotrisomy 13 syndrome
Penta-Desipramine Tablets,P, 0000.0000,007066,200,"PROTHROMBIN DEFICIENCY, CONGENITAL"
Requip,P, 0000.3372,009985,200,GNATHODIAPHYSEAL DYSPLASIA
Airomir,P, 0000.0324,011902,200,Immersion Foot
Spf 30,O, 0000.0000,000000,200,Immune System Diseases
Stool Softener,O, 0000.0000,004412,200,Accutane embryopathy
Acidophilus Plus Bifidum, Bulgaricus And Casei Capsules,O, 0000.0000,006349,200,GNATHODIAPHYSEAL DYSPLASIA
Teva-Enalapril,P, 0000.0000,014318,200,Osteosclerosis
Avon Anew All-In-One Perfecting Lotion Spf 8,O, 0000.0000,003685,200,"Hemangioendothelioma, Epithelioid"
Penta-Flutamide,P, 0000.0000,007066,200,"Dyskeratosis Congenita, Autosomal Recessive"
Nu-Terazosin,P, 0000.0000,004828,200,"DEAFNESS, AUTOSOMAL RECESSIVE 101"
Lb-X,O, 0000.0000,004800,200,Aplasia of Lacrimal and Salivary Glands
Female Formula,O, 0000.0000,005446,200,Ramon Syndrome
President'S Choice Sport Sunblock Lotion Spf 15,O, 0000.0000,005984,200,"Cardiomyopathy, Familial Hypertrophic, 10"
Diane-35,P, 0000.0000,010774,200,Adrenoleukodystrophy
Humalog 100 Unit/Ml Humaject,P, 0000.0000,007005,200,Craniopharyngioma
Alpha Hydrox Moisturizing Daily Lotion Spf 15,O, 0000.0000,000000,200,Chromosome 2p16.1-P15 Deletion Syndrome
Rhoxal-Metformin,P, 0000.0000,008183,200,"Chondrodysplasia, blomstrand type"
Penta-Captopril Tablets,P, 0000.0000,007066,200,"FEBRILE SEIZURES, FAMILIAL, 11"
Children'S Chewable Multi Vitamins With Iron Tablets,O, 0000.0000,008541,200,Ataxia-Microcephaly-Cataract Syndrome
Proctodan-Hc Ointment,P, 0000.0000,004835,200,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iy"
Apo-Terazosin,P, 0000.0000,003636,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3"
Vitamin E 400,O, 0000.0000,007977,200,"MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY"
Teva-Cefadroxil,P, 0000.0000,014318,200,"BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT"
Rho-Phentermine 15mg Cap,P, 0000.0000,005054,200,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12
Advanced E With Vitamin C + Non-Medicinal Alpha Lipoic Acid,O, 0000.0000,000000,200,Gout
Clean + Clear Foaming Facial Cleaner,O, 0000.0000,004402,200,"Hypogonadotropic hypogonadism and anosmia, autosomal dominant"
Avon Footworks Antifungal Foot Spray,O, 0000.0000,003685,200,"MYOPIA 19, AUTOSOMAL DOMINANT"
Myoplex P.M.,O, 0000.0000,004673,200,Holoprosencephaly 6
Anodan-Hc 10mg Suppositories,P, 0000.0000,004835,200,Oculoauricular Syndrome
One Tablet Daily Women'S 50+,O, 0000.0000,008541,200,Gout
Pms-Domperidone,P, 0000.0000,003550,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Children'S Acetaminophen Suspension (160mg/5ml - Bubblegum Flavo,O, 0000.0000,004412,200,"Carbohydrate Metabolism, Inborn Errors"
Fluoridrops,O, 0000.0000,005450,200,Microphthalmia associated with colobomatous cyst
Ratio-Baclofen,P, 0000.0000,014318,200,Griscelli syndrome type 3
Triamcinolone Aq 55 Mcg Spray,P, 0000.0000,012538,200,"Charcot-Marie-Tooth disease, Type 2E"
Children'S Chewable Multivitamins And Minerals,O, 0000.0000,007172,200,Atelosteogenesis type 2
Valerian,O, 0000.0000,004403,200,Romano-Ward Syndrome
Ephedrine Hcl,O, 0000.0000,006993,200,Acute Pain
Children'S Chewable Acetaminophen Tablets (80mg - Fruit Splash F,O, 0000.0000,004412,200,Rectocele
Children'S Acetaminophen Suspension (160mg/5ml - Cherry Flavour),O, 0000.0000,004412,200,Obsessive-Compulsive Disorder
Children'S Acetaminophen Suspension,O, 0000.0000,004412,200,Hypertrichosis congenital generalized X-linked
Pms-Glyburide,P, 0000.0000,003550,200,Hypertrichosis congenital generalized X-linked
Clotrimaderm Topical Solution 1% Usp,O, 0000.0000,005241,200,Capgras Syndrome
T.R. D'Pantothenic Acid 1000mg,O, 0000.0000,005225,200,Pseudotrisomy 13 syndrome
Etodolac 300mg Capsule,P, 0000.0000,004901,200,Anonychia-onychodystrophy with brachydactyly type B and ectrodactyly
Oxy Daily Facial Cleanser Regular,O, 0000.0000,000000,200,"Diabetes Mellitus, Insulin-Dependent, 22"
Antiseptic Hand Wipes,O, 0000.0000,008254,200,Hoyeraal Hreidarsson syndrome
Orciprenaline,P, 0000.0000,014412,200,"Acrofacial dysostosis, Nager type"
Born Again Super Pain Relieving Cream,O, 0000.0000,000000,200,Fused Kidney
Deep Pore Acne Vanishing Treatment,O, 0000.0000,004675,200,Kallikrein hypertension
Teva-Azathioprine,P, 0000.0000,014318,200,Acute Disease
Echinacea Plus,O, 0000.0000,006489,200,"Charcot-Marie-Tooth disease, Type 2E"
Awesome Animals,O, 0000.0000,007174,200,Radiation Injuries
Essentials Mega Ao Tablets,O, 0000.0000,005649,200,Hemiplegia
One Step - Instant Hand Sanitizer,O, 0000.0000,005602,200,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
Alphagan,P, 0001.2474,003574,200,Chromosome 15q26-Qter Deletion Syndrome
Propofol Injection,P, 0000.0000,011642,200,Hyaluronidase Deficiency
Chelated Chromium 200 Mcg,O, 0000.0000,007936,200,Factor VII Deficiency
Evening Primrose Oil Capsules 1000 Mg,O, 0000.0000,008541,200,"Kidney Diseases, Cystic"
Phl-Salbutamol Respirator Solution,P, 0000.0000,004917,200,"Chromosome 1q, duplication 1q12 q21"
Phl-Desipramine,P, 0000.0000,004917,200,Hyperhidrosis
Phl-Loxapine,P, 0000.0000,004917,200,"Prostate Cancer, Hereditary, 6"
Risperdal Oral Solution,P, 0000.5035,007259,200,"Rhinitis, Allergic, Perennial"
Seroquel Tab 25mg,P, 0000.0960,009307,200,Cone-Rod Dystrophy 12
Seroquel Tab 100mg,P, 0000.2847,009307,200,Bronchial Diseases
Seroquel Tab 200mg,P, 0000.5145,009307,200,"Diabetes Mellitus, Insulin-Dependent, 22"
Phl-Tryptophan,P, 0000.0000,004917,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38"
Acetaminophen,O, 0000.0000,004917,200,Obsessive-Compulsive Disorder
Phl-Baclofen,P, 0000.0000,004917,200,Foot Deformities
Cholestyramine,P, 0000.0000,014373,200,Otosclerosis 7
Alesse 21,P, 0000.3919,004908,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38"
Alesse 28,P, 0000.2939,004908,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
Teva-Fluconazole,P, 0000.0000,014318,200,Inflammatory Bowel Disease 8
Avon Clearskin Cleansing Pads,O, 0000.0000,003685,200,Calabro syndrome
Accupro 40 Mg Tablet,P, 0000.0000,000000,200,Osteosarcoma
Lyderm Ointment 0.05%,P, 0000.0000,011314,200,"Hemangiomatosis, Disseminated"
Lyderm Gel 0.05%,P, 0000.0000,011314,200,Pseudotrisomy 13 syndrome
Fluoxetine 20mg/5ml Syrup,P, 0000.0000,004901,200,"Chromosome 1, monosomy 1q4"
Ketoprofen Suppositories,P, 0000.0000,004917,200,"Epilepsy, Generalized"
Fruit Of The Earth Block Up! Baby Spf 30 Sunblock With Aloe,O, 0000.0000,005984,200,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2Z"
Snik Lotion Spf 38,O, 0000.0000,005572,200,Rectocele
Phl-Dexamethasone,P, 0000.0000,004917,200,IMMUNODEFICIENCY 21
Fiber 5 Capsules,O, 0000.0000,005460,200,Legg-Calve-Perthes Disease
S.H. Drink Mix,O, 0000.0000,005446,200,Discrete Subaortic Stenosis
Vitamin E Pure 800 I.U.,O, 0000.0000,007936,200,"Neutropenia, severe chronic"
Isotonix Vitamin C Plus Formula,O, 0000.0000,005481,200,Hyperexplexia hereditary
Children'S Chewable Acetaminophen Tablets (80mg - Grape Flavour),O, 0000.0000,004412,200,"DEAFNESS, AUTOSOMAL RECESSIVE 101"
President'S Choice Hand Sanitizer,O, 0000.0000,005602,200,Flatulence
Senna Laxative,O, 0000.0000,008541,200,Aase Smith syndrome 2
Salbutamol 2mg/Ml Sterule,P, 0000.0000,004901,200,Brugada Syndrome 8
Phl-Ipratropium - 2ml Polyneb,P, 0000.0000,004917,200,Megalencephaly with Dysmyelination
Mirapex,P, 0000.2838,003617,200,Classical Lissencephalies and Subcortical Band Heterotopias
Ulcidine,P, 0000.0000,011902,200,Fatigue
Vitamin C 600mg,O, 0000.0000,006492,200,Aase Smith syndrome 2
Extra Strength Nytol Quickgels,O, 0000.0000,007165,200,Miles-Carpenter x-linked mental retardation syndrome
Complexe B-75,O, 0000.0000,004208,200,Amaurosis hypertrichosis
Selenium,O, 0000.0000,005211,200,LEBER CONGENITAL AMAUROSIS 7
Levotec 25mcg Tablets Usp,P, 0000.0000,003633,200,Atelosteogenesis type 2
Levotec 50mcg Tablets Usp,P, 0000.0000,003633,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2
Levotec 75mcg Tablets Usp,P, 0000.0000,003633,200,Lubs X-linked mental retardation syndrome
Levotec 100mcg Tablets Usp,P, 0000.0000,003633,200,GNATHODIAPHYSEAL DYSPLASIA
Levotec 112mcg Tablets Usp,P, 0000.0000,003633,200,"Carbohydrate Metabolism, Inborn Errors"
Levotec 125mcg Tablets Usp,P, 0000.0000,003633,200,Alcohol Withdrawal Seizures
Levotec 150mcg Tablets Usp,P, 0000.0000,003633,200,"BLEEDING DISORDER, PLATELET-TYPE, 15"
Levotec 175mcg Tablets Usp,P, 0000.0000,003633,200,"Hyperinsulinemic hypoglycemia, familial, 3"
Levotec 200mcg Tablets Usp,P, 0000.0000,003633,200,"Onychogryposis, Pedal, with Keratosis Plantaris and Coarse Hair"
Levotec 300mcg Tablets Usp,P, 0000.0000,003633,200,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
Polysporin Antibiotic Ointment,O, 0000.0000,004402,200,Maxillary Fractures
Apo-Ketoconazole,P, 0000.0000,003636,200,"Cerebral palsy, spastic, diplegic"
Calcium And Magnesium With Vitamin D,O, 0000.0000,008541,200,Diabetic Cardiomyopathies
Flovent Diskus,P, 0000.0000,009985,200,Aminoacylase 1 deficiency
Teva-Tryptophan,P, 0000.0000,014318,200,"Diaphragm, Complete Agenesis Of"
Indapamide 2.5mg Tablet,P, 0000.0000,000000,200,"Chromosome 1, monosomy 1q4"
Alora 0.1 Mg/24 Hr Patch,P, 0000.0000,004911,200,Acute Disease
Med Sotalol,P, 0000.0000,004645,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51"
Cyclobenzaprine 10mg Tablet,P, 0000.0000,004645,200,"Hemangioendothelioma, Epithelioid"
Effexor Xr,P, 0000.1774,004908,200,Maxillary Fractures
Effexor Xr 100mg Capsule,P, 0000.0000,004908,200,"Acrofacial dysostosis, Nager type"
Med Minoxidil 2% Solution,P, 0000.0000,004645,200,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2D"
Aller-Relief 60mg Tablet,O, 0000.0000,000000,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51"
Med Diltiazem 90mg Sr Cap,P, 0000.0000,004645,200,Prodromal Symptoms
Timed Release Vitamin C 1000 Mg,O, 0000.0000,010888,200,Out-of-Hospital Cardiac Arrest
Sandoz Minocycline,P, 0000.0000,012027,200,Diastasis Recti And Weakness Of The Linea Alba
Pepto-Bismol Chewables,O, 0000.0000,004911,200,"Nephropathy, Progressive Tubulointerstitial, with Cholestatic Liver Disease"
Duraphat,O, 0000.0000,003919,200,"Acrofacial dysostosis, Nager type"
Pms-Trazodone,P, 0000.0000,003550,200,Neuropathy ataxia and retinitis pigmentosa
Euro-Cal 500mg,O, 0000.0000,012027,200,Airway Remodeling
Emadine,P, 0000.0000,003594,200,Leukemia L5178
Accuretic 10/12.5 Mg,P, 0000.7412,004908,200,"Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa"
Accuretic 20/12.5 Mg,P, 0000.7412,004908,200,Chromosome 2p16.1-P15 Deletion Syndrome
Accuretic 20/25 Mg,P, 0000.7031,004908,200,Gastric Dilatation
Apo-Fluconazole,P, 0000.0000,003636,200,Maxillary Sinusitis
Med-Cromoglycate 1% Inh Sol,P, 0000.0000,004645,200,"Rhinitis, Allergic, Perennial"
Cefaclor,P, 0000.0000,009864,200,Acheiropodia
Ferodan Infant Drops,O, 0000.0000,004835,200,Gonorrhea
Infant'S Acetaminophen Suspension,O, 0000.0000,004412,200,Hoyeraal Hreidarsson syndrome
Magnesium Hydroxide 50mg,O, 0000.0000,005225,200,"Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa"
Lin-Nefazodone,P, 0000.0000,004520,200,Romano-Ward Syndrome
Asept,O, 0000.0000,003684,200,HYPERGLYCINURIA
Apo-Cimetidine 100mg Tablet,O, 0000.0000,003636,200,Aminoacylase 1 deficiency
Multivitamines,O, 0000.0000,005042,200,Metabolic Syndrome
Acetaminophen Oral Suspension Usp (Children'S Suspension Liquid),O, 0000.0000,005088,200,"PROTHROMBIN DEFICIENCY, CONGENITAL"
Acetaminophen Oral Suspension Usp (Infant'S Suspension Drops),O, 0000.0000,005088,200,Acute Disease
Benylin For Children Dm 12 Hour Syrup,O, 0000.0000,004569,200,Cakut
Pal-Lithium Carbonate,P, 0000.0000,008481,200,"Osteolysis, Essential"
Co-Q10,O, 0000.0000,004711,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
Peridex Oral Rinse,P, 0000.0000,004550,200,"MYOPIA 19, AUTOSOMAL DOMINANT"
Timed Release Ester-C 1000mg,O, 0000.0000,005225,200,Hypovolemia
Coenzyme Q10 - 30mg (Ubiquinone),O, 0000.0000,004933,200,"Fatigue Syndrome, Chronic"
Daywear Protective Moisture Lotion Spf 15,O, 0000.0000,005490,200,Chorea
Rho-Metrostatin Suppository,P, 0000.0000,005054,200,Deafness hyperuricemia neurologic ataxia
Talisman Multinutrient Formula,O, 0000.0000,008498,200,"FEBRILE SEIZURES, FAMILIAL, 11"
Cipro Oral Suspension,P, 0000.0000,010774,200,Pseudoaminopterin syndrome
Bum-Butt-R,O, 0000.0000,008500,200,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
Dinomals,O, 0000.0000,005540,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis
Lb-Extract,O, 0000.0000,004800,200,Oculoauriculofrontonasal syndrome
Euro-Fer,O, 0000.0000,012027,200,Foreign Bodies
Acetaminophene 160mg Comprimes A Croquer,O, 0000.0000,005266,200,Discrete Subaortic Stenosis
Beano Drops,O, 0000.0000,010114,200,"MACULAR DEGENERATION, X-LINKED ATROPHIC"
Muscle And Back Pain Relief,O, 0000.0000,011656,200,Alagille Syndrome
Tamoxifen,P, 0000.0000,004917,200,Bronchomalacia
Pms-Atenolol,P, 0000.0000,003550,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia
Adalat Xl - Srt 20mg,P, 0000.0000,010774,200,Leukemia L5178
Zinc Lozenges With Vitamin C,O, 0000.0000,004403,200,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive"
Apo-Loxapine,P, 0000.0000,003636,200,Pelvic Organ Prolapse
Avon Clearskin Astringent Cleansing Lotion Extra Strength,O, 0000.0000,003685,200,Pemphigoid Gestationis
Junior'S Chewable Acetaminophen Tablets,O, 0000.0000,004412,200,Greig cephalopolysyndactyly syndrome
Vitamin B Complex Plus C 300mg Timed Release,O, 0000.0000,008541,200,PREIMPLANTATION EMBRYONIC LETHALITY 1
Teva-Norfloxacin,P, 0000.0000,014318,200,Out-of-Hospital Cardiac Arrest
Sabalasan (Capsules),O, 0000.0000,003751,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 44"
Ultra Strength Phazyme 180mg Softgels,O, 0000.0000,011134,200,"Reflex, Abnormal"
Optimum,O, 0000.0000,004412,200,Brachymesophalangy 2 and 5
Mylan-Acebutolol,P, 0000.0000,013930,200,"EXOSTOSES, MULTIPLE, TYPE I"
Re-X,O, 0000.0000,004800,200,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
Cefaclor Capsules,P, 0000.0000,010139,200,"AXENFELD-RIEGER SYNDROME, TYPE 3"
Raxar,P, 0000.0000,000000,200,Monieziasis
Savon Pour Les Mains Antiseptique Menu,O, 0000.0000,005166,200,DEVELOPMENTAL DYSPLASIA OF THE HIP 1
Instant Hand Sanitizer,O, 0000.0000,008545,200,"Acrokeratoderma, Hereditary Papulotranslucent"
Zilactin Baby (Teething Gel),O, 0000.0000,005479,200,Neural crest tumor
Dry Lo - Sulphur Drying Lotion,O, 0000.0000,008552,200,Osteosarcoma
Dormiphen Comprime,O, 0000.0000,004475,200,"Cardiomyopathy, Dilated, 1C"
Dormiphen Extra-Fort Comprime,O, 0000.0000,004475,200,"Leukocyte Nuclear Appendages, Hereditary Prevalence of"
Pms-Verapamil Sr,P, 0000.0000,003550,200,Hyaline Membrane Disease
Caverject 20mcg/Ml Vial,P, 0000.0000,000000,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38"
Oesclim,P, 0000.0000,000000,200,"Parkinsonism-Dystonia, Infantile"
Amerge,P, 0012.2445,009985,200,"Conjunctivitis, Viral"
Wellbutrin Sr,P, 0000.2481,011902,200,"Reflex, Abnormal"
Betaject,P, 0000.0000,012027,200,Hyaluronidase Deficiency
Lexxel Ids,O, 0000.0000,010990,200,Meier Blumberg Imahorn syndrome
G.M. Collin Ecran Solaire Total Spf 30,O, 0000.0000,000000,200,"Deafness, Autosomal Recessive 68"
Octostim Spray,P, 0000.0000,004174,200,"Faciocardiomelic Dysplasia, Lethal"
Captril,P, 0000.0000,003633,200,"Niemann-Pick Disease, Type B"
Anbesol Extra Strength Liquid,O, 0000.0000,005411,200,"Cerebral palsy, spastic, diplegic"
Med-Minocycline 50mg Cap,P, 0000.0000,004645,200,Posterior column ataxia
Mylan-Acebutolol (Type S),P, 0000.0000,013930,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 45"
New Hands Spf 15,O, 0000.0000,004402,200,"Hearing Loss, Unilateral"
Teint Diorlight,O, 0000.0000,003968,200,Nablus mask-like facial syndrome
Nu-Ketorolac,P, 0000.0000,004828,200,"Diabetes Mellitus, Insulin-Dependent, 22"
Serious Shade Sunblock Spf 15,O, 0000.0000,000000,200,Beta-Ureidopropionase Deficiency
Mylan-Verapamil,P, 0000.0000,013930,200,"Chromosome 1q, duplication 1q12 q21"
Avapro,P, 0000.3267,012538,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51"
Feel Naturale Spf 15 (Powder),O, 0000.0000,012122,200,Gastrointestinal Diseases
Soleil Filtrant Spf 25,O, 0000.0000,000000,200,"Parkinsonism-Dystonia, Infantile"
Multivitamines Plus Fer Pour Enfants (Chewable Tablets),O, 0000.0000,004475,200,Nidovirales Infections
Spray Auto-Bronzant Spf 15,O, 0000.0000,003920,200,Acheiropodia
Johnson'S Baby Powder Medicated,O, 0000.0000,004402,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2
Body Zone Spf 30 Sunscreen,O, 0000.0000,000000,200,Kleefstra Syndrome
Oil Of Olay Complete Care Daily Uv Protection Moisturizing Lotio,O, 0000.0000,004911,200,"Rhinitis, Allergic, Perennial"
Century Forte,O, 0000.0000,000000,200,Brachymesophalangy 2 and 5
Jungle Mania Sunblock Lotion Spf 15,O, 0000.0000,003857,200,Esophageal and Gastric Varices
Vitamin E +,O, 0000.0000,004811,200,"Epilepsy, Generalized"
Premium Multi Caps,O, 0000.0000,006146,200,"Neutropenia, severe chronic"
Apo-Valproic,P, 0000.0000,003636,200,Frias syndrome
Loperamide,O, 0000.0000,005266,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor
Diamox Tablets 250mg,P, 0000.0000,004003,200,Bladder Exstrophy and Epispadias Complex
Diamox Sequels,P, 0000.0000,011115,200,Chronic Kidney Disease-Mineral and Bone Disorder
Diamox Iv 500mg,P, 0000.0000,004003,200,"Adenocarcinoma, Clear Cell"
Phospholine Iodide 3mg/5ml,P, 0000.0000,004003,200,Naegeli syndrome
Phospholine Iodide 6.25mg/5ml,P, 0000.0000,004003,200,"Rhinitis, Allergic, Perennial"
Calcium + Magnesium With Vitamin D,O, 0000.0000,004858,200,Oculoauriculofrontonasal syndrome
Tarka,P, 0000.0000,016524,200,Mesonephroma
Teva-Gliclazide,P, 0000.0000,014318,200,Nidovirales Infections
Flex-O-Flex Extra-Fort,O, 0000.0000,003809,200,"Purpura, Thrombocytopenic"
Vofenal 0.1%,P, 0000.0000,003594,200,"MICROPHTHALMIA, ISOLATED 6"
Pe Min Kan Wan (Nasal Clear),O, 0000.0000,007037,200,"Leukocyte Nuclear Appendages, Hereditary Prevalence of"
Mylan-Amoxicillin,P, 0000.0000,013930,200,Retinitis Pigmentosa 29
Minard'S Liniment,O, 0000.0000,005144,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 51"
Phl-Nizatidine,P, 0000.0000,004917,200,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY
Cefaclor-500,P, 0000.0000,004901,200,Bladder Exstrophy and Epispadias Complex
Ofloxacine 400mg Tablet,P, 0000.0000,004901,200,"Hyperkeratosis, Epidermolytic"
Propecia,P, 0000.0000,012250,200,Moyamoya disease 3
Dom-Carbamazepine Cr,P, 0000.0000,004065,200,Psoriasis
Clear Logix Tinted Acne Spot Treatment,O, 0000.0000,000000,200,Aplasia of Lacrimal and Salivary Glands
Arrid Xx Sport Spray,O, 0000.0000,000000,200,Kallmann Syndrome 2 with Bimanual Synkinesia
Revlon New Complexion One-Step Makeup,O, 0000.0000,004602,200,Holoprosencephaly 6
Ci-Cal,O, 0000.0000,012027,200,Balkan Nephropathy
Apo-Sertraline,P, 0000.0000,003636,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21
Sirop Docusate De Sodium U.S.P. 4mg/Ml,O, 0000.0000,003659,200,Hand Injuries
Maalox Regular Strength Chewable Tablets,O, 0000.0000,007366,200,"Lymphoid System Deterioration, Progressive"
Maalox Extra Strength Chewable Tablets,O, 0000.0000,007366,200,LEBER CONGENITAL AMAUROSIS 7
Children'S Tylenol,O, 0000.0000,004569,200,Alternating hemiplegia of childhood
Neutrogena* T/Gel Therapeutic Conditioner,O, 0000.0000,004402,200,MENTAL HEALTH WELLNESS 2
Atenolol,P, 0000.0000,015130,200,"Gingivitis, Necrotizing Ulcerative"
Out Of Africa Dry Conditioner,O, 0000.0000,005215,200,OPTIC ATROPHY 2
Pms-Sotalol - 80 Mg,P, 0000.0000,003550,200,Lujan Fryns syndrome
Pms-Sotalol - 160 Mg,P, 0000.0000,003550,200,Discrete Subaortic Stenosis
Pms-Sotalol - 240 Mg,P, 0000.0000,003550,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia
Domperidone,P, 0000.0000,015130,200,"Chromosome 5, monosomy 5q35"
Chromium Gtf 200mcg,O, 0000.0000,007157,200,Hoyeraal Hreidarsson syndrome
Synergistic Zinc + Copper Plus Beta Carotene,O, 0000.0000,004992,200,Carotid Artery Injuries
Care Day Cream With Uv-Protection,O, 0000.0000,000000,200,"Alport syndrome, dominant type"
Apo-Valproic Syrup,P, 0000.0000,003636,200,Pancreatoblastoma
Zinc Lozenge With Vitamin C,O, 0000.0000,007936,200,Marfan Syndrome type 2
Losec 40 Mg Tablet Ec,P, 0000.0000,000000,200,"Reflex, Abnormal"
Methoprazine,P, 0000.0000,014412,200,"Hearing Loss, Bilateral"
Purell Hand Sanitizer With Aloe,O, 0000.0000,004264,200,Gout
Neutrogena Sunblock Spray Spf 20,O, 0000.0000,004402,200,"Bulbo-Spinal Atrophy, X-Linked"
Zyban,P, 0000.0000,011902,200,Airway Remodeling
Ftp-Buspirone,P, 0000.0000,008703,200,Brachymesophalangy 2 and 5
Xeloda,P, 0000.0000,004328,200,Duodenal Diseases
Neutrogena Moisture Spf 15,O, 0000.0000,004402,200,Hemiplegia
Neutrogena Healthy Skin Face Lotion Spf 15,O, 0000.0000,004402,200,Bladder Exstrophy and Epispadias Complex
Bio-Cee Dietary Supplement,O, 0000.0000,006873,200,OPTIC ATROPHY 2
Advanced E With Non-Medicinal Grape Seed Extract,O, 0000.0000,000000,200,Beta-Ureidopropionase Deficiency
Hp-Pac,P, 0000.0000,013687,200,"Encephalitis, Tick-Borne"
Vitamin C 1000,O, 0000.0000,008715,200,Deafness conductive ptosis skeletal anomalies
Zinc 50 Mg,O, 0000.0000,008715,200,Frias syndrome
Strepsils Sore Throat Blocked Nose,O, 0000.0000,005010,200,"FEBRILE SEIZURES, FAMILIAL, 11"
