drugName,drugPrescStat,price,manufNo,maxDosage,disease,quantity
Humatrope 26.6mg Vial,P, 0000.0000,007005,200,Hyper-IgM Immunodeficiency Syndrome  Type 1,2000
Alti-Acyclovir - 800mg,P, 0000.0000,006172,200,Gingivitis  Necrotizing Ulcerative,2000
Pms-Cimetidine,P, 0000.0000,003550,200,Epilepsy  Generalized,2000
Soflax Ex 10,O, 0000.0000,003550,200,Reflex  Abnormal,2000
Fenofibrate 100mg Capsule,P, 0000.0000,004901,200,Conjunctivitis  Viral,2000
Coenzyme Q10 30 Mg,O, 0000.0000,006673,200,Ataxia-Microcephaly-Cataract Syndrome,2000
Mylan-Sotalol,P, 0000.0000,013930,200,CARDIOMYOPATHY  DILATED  1KK,2000
Ratio-Diltiazem Cd,P, 0000.0000,010402,200,Leber Congenital Amaurosis 4,2000
Apo-Metformin 850 Mg Tablets,P, 0000.0000,003636,200,Osteosarcoma,2000
Ascorbate C-500,O, 0000.0000,005188,200,Out-of-Hospital Cardiac Arrest,2000
Novo-Benzydamine  -  Oral Rinse,P, 0000.0000,004773,200,Lubs X-linked mental retardation syndrome,2000
Albert Diltiaz Cd 180mg Cap,P, 0000.0000,009522,200,Monieziasis,2000
Dr. Thomas' Eclectric Oil,O, 0000.0000,007146,200,Airway Remodeling,2000
Arthrotec 75,P, 0000.4450,004908,200,Radius absent anogenital anomalies,2000
Calcium Citrate With Vitamin D,O, 0000.0000,004967,200,Acanthamoeba Keratitis,2000
Restoril 7.5mg Capsule,P, 0000.0000,007277,200,Chromosome 2  monosomy 2pter p24,2000
Hyoscine Butylbromide Injection Sandoz Standard,P, 0000.0000,012027,200,Leukemia L5178,2000
Calcium Ascorbate 1000mg,O, 0000.0000,007157,200,Contrecoup Injury,2000
Creme Ecran Total Spf 25,O, 0000.0000,005381,200,Muscular Dystrophy  Congenital  associated with Calf Hypertrophy  Microcephaly  and Severe Mental Retardation,2000
Phazyme Liquid,O, 0000.0000,000000,200,DIAMOND-BLACKFAN ANEMIA 13,2000
Novo-Baclofen,P, 0000.0000,004773,200,Corneal Endothelial Cell Loss,2000
Kaopectate Chewable Tablets 300mg,O, 0000.0000,007104,200,Laryngeal Edema,2000
Extra Strength Kaopectate Tablets 750mg,O, 0000.0000,007104,200,Gonorrhea,2000
Regular Strength Kaopectate Suspension,O, 0000.0000,008481,200,Neoplasm Micrometastasis,2000
Extra Strength Kaopectate Suspension,O, 0000.0000,008481,200,Neoplasms  Fibrous Tissue,2000
Kaopectate Tablet - 600mg,O, 0000.0000,004402,200,Hemiplegia,2000
Sleep-Eze D Extra Strength Capsules,O, 0000.0000,007165,200,Chromosome 5  monosomy 5q35,2000
Sleep-Eze Extra Strength Caplets,O, 0000.0000,007165,200,Alternating hemiplegia of childhood,2000
All In One Super Multi Plus - Tab,O, 0000.0000,004716,200,Chondrodysplasia  blomstrand type,2000
Apo-Acetaminophen Caplets 500mg,O, 0000.0000,003636,200,Hearing Loss  Unilateral,2000
Air-Power,O, 0000.0000,005912,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 38,2000
Tussin Cough Medicine Dm Antitussive,O, 0000.0000,005088,200,Adenocarcinoma  Clear Cell,2000
Herbal Throat Lozenges,O, 0000.0000,004403,200,Prodromal Symptoms,2000
Beclomethasone Aqueous Nasal Spray 50mcg/Metered Dose,P, 0000.0000,007169,200,Epilepsy  Generalized,2000
Ranitidine Tablets 300mg,P, 0000.0000,007169,200,Inflammatory Bowel Disease 8,2000
Kiro Rub,O, 0000.0000,006792,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,2000
Licetrol Lice Killing Shampoo,O, 0000.0000,005088,200,Agenesis of Corpus Callosum,2000
Diltiazem Tablets 30mg,P, 0000.0000,007169,200,Mandibular Injuries,2000
Glyburide Tablets 5mg,P, 0000.0000,007169,200,Distal Osteosclerosis,2000
Tamoxifen 20mg Tablet,P, 0000.0000,007169,200,Corneal Endothelial Cell Loss,2000
Hyzaar 50/12.5mg,P, 0000.2719,012250,200,Nephroma  Mesoblastic,2000
Folic Acid 0.4mg - Tab,O, 0000.0000,004403,200,Lymphoid System Deterioration  Progressive,2000
Sotalol 80mg Tablet,P, 0000.0000,007169,200,Chromosome 2p16.1-P15 Deletion Syndrome,2000
Atenolol Tablets 50mg,P, 0000.0000,007169,200,Branchio-Oto-Renal Syndrome,2000
Teva-Theophylline Sr,P, 0000.0000,014318,200,Mental Retardation  X-Linked 79,2000
Pentoxifylline Sr,P, 0000.0000,014412,200,Mental Retardation  X-Linked 3,2000
Doxorubicin Hydrochloride Injection,P, 0000.0000,004773,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  3,2000
Children'S Acetaminophen Elixir U.S.P. 160mg/5ml,O, 0000.0000,005450,200,Chondrodysplasia  blomstrand type,2000
Novo-Cefuroxime 125 Mg Tab,P, 0000.0000,004773,200,Immersion Foot,2000
Nighttime Cough. Cold. Flu Gel Capsules,O, 0000.0000,007178,200,Mental Retardation  X-Linked 79,2000
Compound W Liquid,O, 0000.0000,007165,200,Factor VII Deficiency,2000
Bengay Arthritis Extra Strength,O, 0000.0000,004402,200,Pulmonary Eosinophilia,2000
Pms-Gemfibrozil,P, 0000.0000,003550,200,Pelvic Organ Prolapse,2000
Crest Multicare Dentifrice,O, 0000.0000,004911,200,Ephemeral Fever,2000
Pms-Captopril - Tab  25mg,P, 0000.0000,003550,200,Radiation Injuries,2000
Ultimate Once A Day - Tab,O, 0000.0000,007193,200,Pacman dysplasia,2000
Pms-Amoxicillin,P, 0000.0000,003550,200,Faciocardiomelic Dysplasia  Lethal,2000
Enviroflex - Tab,O, 0000.0000,000000,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Zilactin-Lip (Regular And Cherry Flavour),O, 0000.0000,005479,200,Mental Retardation  X-Linked 59,2000
Bengay Muscle Pain No Odour,O, 0000.0000,004402,200,Neural crest tumor,2000
Lipidil Micro - Cap 67mg,P, 0000.5917,000000,200,Deafness conductive ptosis skeletal anomalies,2000
Certified Hair Care Dandruff Shampoo - All Hair Types,O, 0000.0000,005602,200,GLAUCOMA 3  PRIMARY CONGENITAL  E,2000
Micatin Powder Spray     - Unscented 2%,O, 0000.0000,010170,200,Macrophage Activation Syndrome,2000
Gemzar  (1gm/Vial),P, 0000.0000,007005,200,Psoriasis,2000
Usana Poly C Vitamin C Supplement Tablets,O, 0000.0000,005649,200,Contrecoup Injury,2000
Teva-Mexiletine,P, 0000.0000,014318,200,LUNG DISEASE  IMMUNODEFICIENCY  AND CHROMOSOME BREAKAGE SYNDROME,2000
Sandoz Cortimyxin,P, 0000.0000,012027,200,Parathyroid Glands  Agenesis Of,2000
Teva-Oxybutynin,P, 0000.0000,014318,200,Lp(A) Deficiency  Congenital,2000
Allergy Tablets Extra Strength,O, 0000.0000,005240,200,Niemann-Pick Disease  Type B,2000
Phosphates Solution,O, 0000.0000,003550,200,Hypovolemia,2000
Clopixol Tablets 10mg,P, 0000.0000,005362,200,Aminoacylase 1 deficiency,2000
Clopixol Tablets 25mg,P, 0000.0000,005362,200,Neuromyelitis Optica,2000
Clopixol-Acuphase 50mg/Ml,P, 0000.0000,005362,200,Pectus Excavatum  Macrocephaly  Short Stature  Dysplastic Nails,2000
Clopixol Depot 200mg/Ml,P, 0000.0000,005362,200,Growth retardation  Alopecia  Pseudoanodontia and Optic atrophy,2000
Uva-Ursi,O, 0000.0000,007227,200,Acute Pain,2000
Imitrex Nasal Spray,P, 0000.0000,009985,200,DEAFNESS  AUTOSOMAL RECESSIVE 84A,2000
Contac Cold Extra Strength Capsules,O, 0000.0000,000000,200,Bladder Exstrophy and Epispadias Complex,2000
Metonia,P, 0000.0000,011656,200,Myoclonus  Cerebellar Ataxia  and Deafness,2000
Acet 120,O, 0000.0000,011656,200,Greig cephalopolysyndactyly syndrome,2000
Acet 160,O, 0000.0000,011656,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,2000
Acet 325,O, 0000.0000,011656,200,Inflammatory Bowel Disease 8,2000
Acet 650,O, 0000.0000,011656,200,Laryngeal Edema,2000
Acebutolol-Ratio 200mg Tab,P, 0000.0000,010402,200,Hyperexplexia hereditary,2000
Pentoxifylline Sr 400mg Tab,P, 0000.0000,004901,200,Beta-Ureidopropionase Deficiency,2000
Mitomycin For Injection,P, 0000.0000,014318,200,Hypovolemia,2000
Risperdal Tab 5mg,P, 0000.0000,007259,200,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12,2000
Hemorrhoidal Relief Ointment,O, 0000.0000,004412,200,Hypercapnia,2000
Sleep Aid,O, 0000.0000,008541,200,Connective Tissue Nevus,2000
Deep Cold Pain Patch,O, 0000.0000,004675,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  2,2000
Canesten Combi-Pak Cream 1,O, 0000.0000,010774,200,Ocular Myopathy with Curare Sensitivity,2000
Dom-Flutamide,P, 0000.0000,004065,200,Digestive System Abnormalities,2000
Clindamycin Injection Usp,P, 0000.0000,012027,200,Kallmann Syndrome 2 with Bimanual Synkinesia,2000
Tums Ultra Strength Liquid Plus Anti-Gas,O, 0000.0000,000000,200,Kleefstra Syndrome,2000
Imodium Quick Dissolve,O, 0000.0000,004569,200,Nocardia Infections,2000
Tilade,P, 0000.0000,009522,200,Hearing Disorders,2000
Beech Nut Honey Lemon Cough Drop,O, 0000.0000,007239,200,Faciocardiomelic Dysplasia  Lethal,2000
Watkins White Cream Liniment,O, 0000.0000,005446,200,Anophthalmia plus syndrome,2000
Isoprinosine,P, 0000.0000,007245,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Pantothenic Acid 250mg,O, 0000.0000,000000,200,Acute Pain,2000
Choline And Inositol 250mg/250mg,O, 0000.0000,000000,200,Osteosarcoma,2000
Niacin 250mg,O, 0000.0000,000000,200,Mastoiditis,2000
Dom-Amoxicillin,P, 0000.0000,004065,200,Bothnia Retinal Dystrophy,2000
Pediapred,P, 0000.0000,012538,200,Foreign Bodies,2000
Opticrom,O, 0000.0000,003574,200,Deafness  Autosomal Dominant 48,2000
Vitamin B12 500mcg,O, 0000.0000,000000,200,Chromosome 10  trisomy 10pter p13,2000
Nu-Bromocriptine,P, 0000.0000,004828,200,Rectocele,2000
Tobramycin Injection,P, 0000.0000,016555,200,Autolysis,2000
Apo-Selegiline,P, 0000.0000,003636,200,Rectocele,2000
Calcium 500mg With Vitamin D,O, 0000.0000,011498,200,Granddad Syndrome,2000
Mylan-Budesonide Aq,P, 0000.0000,013930,200,Amaurosis hypertrichosis,2000
Rylosol,P, 0000.0000,011902,200,High serum cholesterol  familial,2000
Extra Strength Lactaid Tablets,O, 0000.0000,004569,200,Milia  Multiple Eruptive,2000
Tenoxicam Tablets,P, 0000.0000,014412,200,Autolysis,2000
Med Bromazepam 3mg Tablet,P, 0000.0000,004645,200,Digital Arthropathy-Brachydactyly  Familial,2000
Calamine Lotion With Zinc Oxide,O, 0000.0000,004412,200,Reflex  Abnormal,2000
Extra Strength Gold Bond,O, 0000.0000,003971,200,Heavy Metal Poisoning  Nervous System,2000
Women'S Formula,O, 0000.0000,004471,200,Cataract  Congenital  Cerulean Type  3,2000
Ascorbate-C,O, 0000.0000,000000,200,Mucocutaneous Lymph Node Syndrome,2000
Lipitor,P, 0000.2824,004908,200,BERNARD-SOULIER SYNDROME  TYPE A2  AUTOSOMAL DOMINANT,2000
Novo-Ketotifen Tab 1mg,P, 0000.0000,004773,200,ASTHMA-RELATED TRAITS  SUSCEPTIBILITY TO  4,2000
Mylan-Minocycline,P, 0000.0000,013930,200,CARDIOMYOPATHY  DILATED  1KK,2000
Pindolol 15mg Tablet,P, 0000.0000,007169,200,Ectopia Lentis  Spontaneous Filtering Blebs  and Craniofacial Dysmorphism,2000
Flexall Stick,O, 0000.0000,003971,200,Beta-Ureidopropionase Deficiency,2000
Halls Extra Strong Mentho-Lyptus Cough Tablets,O, 0000.0000,011643,200,Digestive System Abnormalities,2000
Pms-Valproic Acid,P, 0000.0000,003550,200,Ectoparasitic Infestations,2000
Tazorac,P, 0000.0000,003574,200,Foot Deformities,2000
Children Feverhalt Drops 80mg/Ml,O, 0000.0000,011656,200,Hyperkeratosis  Epidermolytic,2000
Children Chewable Feverhalt 80mg Tablets,O, 0000.0000,005386,200,Oculoauricular Syndrome,2000
Muscle + Back Pain Relief Caplets,O, 0000.0000,008541,200,Oslam syndrome,2000
Mylan-Oxybutynin,P, 0000.0000,013930,200,Esophageal and Gastric Varices,2000
Pms-Metoprolol-L,P, 0000.0000,003550,200,Autolysis,2000
Teva-Terazosin,P, 0000.0000,014318,200,Cardiomyopathy  Familial Hypertrophic  10,2000
Pms-Tiaprofenic,P, 0000.0000,003550,200,Cataract congenital Volkmann type,2000
Xylac,P, 0000.0000,011656,200,Choroid plexus calcification with mental retardation,2000
Polysporin Antibiotic Cream,O, 0000.0000,004402,200,OSTEOGENESIS IMPERFECTA  TYPE XI,2000
Premium Multi-One With Niacinamide,O, 0000.0000,004992,200,Ependymoma,2000
Apo-Amoxi Sugar Free,P, 0000.0000,003636,200,Rhinitis  Atrophic,2000
Timed Release And Esterified Vitamin C-1000,O, 0000.0000,000000,200,Orofaciodigital syndrome type1,2000
Topamax 25mg,P, 0000.2702,007259,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Topamax 100mg,P, 0000.5122,007259,200,Deafness  Autosomal Dominant 48,2000
Topamax 200mg,P, 0000.7650,007259,200,Parkinsonism-Dystonia  Infantile,2000
Hsiao Yao Wan Pills,O, 0000.0000,003962,200,Navajo neurohepatopathy,2000
Evening Primrose Oil With Vitamin E,O, 0000.0000,004858,200,Diastasis Recti And Weakness Of The Linea Alba,2000
Junior Strength Acetaminophen Tablets,O, 0000.0000,005240,200,OSTEOGENESIS IMPERFECTA  TYPE XI,2000
Pms-Buspirone,P, 0000.0000,003550,200,Mastoiditis,2000
Elizabeth Arden Daily Moisture Lotion Spf 15,O, 0000.0000,003646,200,Deafness hyperuricemia neurologic ataxia,2000
Nifedipine 30mg Xl Tablet,P, 0000.0000,005464,200,Legg-Calve-Perthes Disease,2000
High Potency Multi Vitamin And Mineral,O, 0000.0000,004858,200,Mental Retardation  X-Linked 84,2000
Etopophos 100mg Vial,P, 0000.0000,003798,200,Cakut,2000
Apo-Diltiaz Cd,P, 0000.0000,003636,200,Obsessive-Compulsive Disorder,2000
Buspirone 10mg Tablet,P, 0000.0000,007169,200,Chromosome 8 ring,2000
Ratio-Naproxen E 500 Mg Tab,P, 0000.0000,010402,200,Foot Deformities,2000
Children'S Feverhalt   (160mg Chewable Tablets),O, 0000.0000,011656,200,Hypercapnia,2000
Teva-Nitrofurantoin,P, 0000.0000,014318,200,Deafness hyperuricemia neurologic ataxia,2000
Mylan-Selegiline,P, 0000.0000,013930,200,Foreign Bodies,2000
Nu-Diltiaz-Cd Capsules 180mg,P, 0000.0000,004828,200,Capgras Syndrome,2000
Dom-Tiaprofenic,P, 0000.0000,004065,200,HYPERGLYCINURIA,2000
Teva-Ketoconazole,P, 0000.0000,014318,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor,2000
Tropic Tanning Oil With Sunscreen,O, 0000.0000,004412,200,Bluetongue,2000
Rezulin,P, 0000.0000,000000,200,Hyaluronidase Deficiency,2000
Micozole,O, 0000.0000,005241,200,Deafness  Autosomal Dominant 13,2000
Hycamtin,P, 0000.0000,007277,200,Hypertrichosis congenital generalized X-linked,2000
Serevent Diskus (50mcg/Dose),P, 0000.0000,009985,200,Alport syndrome  dominant type,2000
Vitamin E 1000 I.U. (Natural Source),O, 0000.0000,000000,200,Osteosclerosis,2000
Pms-Ipratropium,P, 0000.0000,003550,200,Mental Retardation  X-Linked 59,2000
Tiazac,P, 0000.2304,011902,200,Psoriasis,2000
Ez-Flex,O, 0000.0000,004673,200,Lp(A) Deficiency  Congenital,2000
Novo-Sotalol Tab 80mg,P, 0000.0000,004773,200,Leukostasis,2000
Novo-Sotalol Tab 160mg,P, 0000.0000,004773,200,MENTAL HEALTH WELLNESS 2,2000
Echinacea 500mg (Purpurea) Capsule,O, 0000.0000,005225,200,Pemphigoid Gestationis,2000
Nu-Fluvoxamine 100 Mg Tab,P, 0000.0000,004828,200,Retinitis Pigmentosa 29,2000
Super C-Complex-500 Regular Strength,O, 0000.0000,000000,200,C1q DEFICIENCY,2000
Vitamin E,O, 0000.0000,004137,200,Chronic Kidney Disease-Mineral and Bone Disorder,2000
Formula Ultra Pro,O, 0000.0000,004673,200,Fatigue Syndrome  Chronic,2000
Children'S Feverhalt Syrup,O, 0000.0000,005386,200,Cataract  Crystalline Aculeiform,2000
Super Hy-Vites Extra Strength,O, 0000.0000,000000,200,Otorhinolaryngologic Diseases,2000
Penta-Valproic Capsules,P, 0000.0000,007066,200,Lymphoid System Deterioration  Progressive,2000
Penta-Amiloride Hctz Tablets,P, 0000.0000,007066,200,Alcohol Withdrawal Seizures,2000
Coq - 10 With Vitamin E,O, 0000.0000,004673,200,Carnevale Hernandez Castillo syndrome,2000
Genteal,O, 0000.0000,007277,200,Neoplasms  Fibrous Tissue,2000
Odrik 0.5 Mg Capsule,P, 0000.0000,003727,200,Foreign Bodies,2000
Poten-C With Potassium Tablets,O, 0000.0000,004096,200,LUNG DISEASE  IMMUNODEFICIENCY  AND CHROMOSOME BREAKAGE SYNDROME,2000
Triaminic Dm,O, 0000.0000,007366,200,Malignant fever,2000
Novo-Tenoxicam Tab 20mg,P, 0000.0000,004773,200,Bladder Exstrophy and Epispadias Complex,2000
Apo-Fluvoxamine Tablets,P, 0000.0000,003636,200,Oslam syndrome,2000
Junior'S Chewable Acetaminophen Tablets (160mg - Grape Flavour),O, 0000.0000,004412,200,Addison Disease,2000
Sporanox Oral Solution 10mg/Ml,P, 0000.0000,007259,200,Cardiomyopathy  Dilated  1C,2000
Kwellada-P Lotion,O, 0000.0000,007165,200,Prostate Cancer  Hereditary  6,2000
Mylan-Cyclobenzaprine,P, 0000.0000,013930,200,Mental Retardation  X-Linked 79,2000
Tocoginol,O, 0000.0000,000000,200,Hypobetalipoproteinemias,2000
Selenium 50mcg,O, 0000.0000,009511,200,Hyperhidrosis,2000
Femara 2.5mg,P, 0000.0000,007277,200,Ephemeral Fever,2000
Male Formula,O, 0000.0000,005446,200,Mental Retardation  X-Linked 79,2000
Zinc Tally,O, 0000.0000,004673,200,Epilepsy  Generalized,2000
Heartburn Relief,O, 0000.0000,008541,200,Cone-Rod Dystrophy 12,2000
Apo-Cromolyn Sterules,P, 0000.0000,003636,200,Amyloidosis  Cerebroarterial  App-Related,2000
Atenolol-Ratio 100mg Tablet,P, 0000.0000,010402,200,Ectopia Lentis  Spontaneous Filtering Blebs  and Craniofacial Dysmorphism,2000
Mavik,P, 0000.0000,016524,200,Anophthalmia plus syndrome,2000
Allegra 12 Hour,O, 0000.0000,012538,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis,2000
Gonal-F,P, 0000.0000,005181,200,Epilepsy  Generalized,2000
Nu-Domperidone 10 Mg Tablets,P, 0000.0000,004828,200,Diabetic Cardiomyopathies,2000
Kwellada-P Creme Rinse,O, 0000.0000,007165,200,Onychogryposis  Pedal  with Keratosis Plantaris and Coarse Hair,2000
Mylan-Azathioprine,P, 0000.0000,013930,200,Chromosome 5  monosomy 5q35,2000
Teva-Buspirone,P, 0000.0000,014318,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia,2000
Xalatan,P, 0004.1625,004908,200,Posterior column ataxia,2000
Pms-Diclofenac-Sr,P, 0000.0000,003550,200,Mental Retardation  X-Linked 3,2000
Pms-Diclofenac,P, 0000.0000,003550,200,GLAUCOMA 3  PRIMARY CONGENITAL  C,2000
Lactaid* Ultra Caplet 9000 Fcclu,O, 0000.0000,004569,200,Mental Retardation  X-Linked 52,2000
Roferon-A 9 Million Unit/0.9ml,P, 0000.0000,004328,200,Hyaline Membrane Disease,2000
Zinc C Lozenges,O, 0000.0000,003603,200,Meier Blumberg Imahorn syndrome,2000
Ofloxacin Tablets,P, 0000.0000,014412,200,Equine Infectious Anemia,2000
Sunergy Plus,O, 0000.0000,005132,200,Obsessive-Compulsive Disorder,2000
Pms-Pindolol,P, 0000.0000,003550,200,Alternating hemiplegia of childhood,2000
Pms-Carbamazepine,P, 0000.0000,003550,200,Glycogen Storage Disease  Type IXD,2000
Pms-Carbamazepine-Cr,P, 0000.0000,003550,200,Rectocele,2000
Pms-Benazepril,P, 0000.0000,003550,200,Hyperinsulinemic Hypoglycemia  Familial  4,2000
Timed Release Tnt Extra Strength,O, 0000.0000,000000,200,Bronchomalacia,2000
Pms-Maprotiline,P, 0000.0000,003550,200,Histrionic Personality Disorder,2000
Acid Control,O, 0000.0000,011656,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,2000
Kid'S Sunblock,O, 0000.0000,005264,200,Obsessive-Compulsive Disorder,2000
Coenzyme Q10 - 10mg (Ubiquinone),O, 0000.0000,000000,200,BLEEDING DISORDER  PLATELET-TYPE  15,2000
Co-Enzyme Q10 30mg Capsules,O, 0000.0000,003603,200,Miles-Carpenter x-linked mental retardation syndrome,2000
Apo-Cetirizine,O, 0000.0000,003636,200,Inappropriate ADH Syndrome,2000
Pms-Clomipramine,P, 0000.0000,003550,200,Colitis,2000
Antacid,O, 0000.0000,000000,200,Mesonephroma,2000
Camptosar Injection,P, 0000.0000,004908,200,Meacham Winn Culler syndrome,2000
B50 (Vitamin B Complex),O, 0000.0000,007936,200,Adenocarcinoma  Clear Cell,2000
Folic Acid (1mg Tablet),O, 0000.0000,005088,200,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,2000
Intron A 50 Million Unit Vial,P, 0000.0000,007016,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2,2000
Dom-Diclofenac,P, 0000.0000,004065,200,Deafness  Autosomal Dominant 48,2000
Gardeners Skin Remedy Topical Analgesic Gel,O, 0000.0000,000000,200,Cystitis  Interstitial,2000
Combivent Udv,P, 0000.5536,003617,200,Nephropathy  Progressive Tubulointerstitial  with Cholestatic Liver Disease,2000
Covera-Hs,P, 0000.5620,004908,200,Hashimoto-Pritzker syndrome,2000
Mylan-Trazodone,P, 0000.0000,013930,200,Contrecoup Injury,2000
Alti-Mexiletine,P, 0000.0000,006172,200,Glycogen Storage Disease  Type IXD,2000
Doctor'S Choice Brand For Women (Ii),O, 0000.0000,005912,200,Digital Arthropathy-Brachydactyly  Familial,2000
Levobunolol Hydrochloride Ophthalmic Solution,P, 0000.0000,006527,200,Nystagmus  Congenital,2000
Skin-Cap 0.2% Cream,O, 0000.0000,000000,200,DEAFNESS  AUTOSOMAL DOMINANT 50,2000
C 500mg Ascorbic Acid,O, 0000.0000,007936,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,2000
Gen-Diltiazem Sr 60mg,P, 0000.0000,004269,200,Neutropenia  severe chronic,2000
Gen-Diltiazem Sr 90mg,P, 0000.0000,004269,200,Gout,2000
Gen-Diltiazem Sr 120mg,P, 0000.0000,004269,200,Epilepsy  Generalized,2000
Herbon Cough Drops Glacial Mint,O, 0000.0000,007138,200,Bothnia Retinal Dystrophy,2000
Penta-Medroxyprogesterone Tablets,P, 0000.0000,007066,200,Beta-Ureidopropionase Deficiency,2000
Pms-Fenofibrate Micro,P, 0000.0000,003550,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Teva-Nortriptyline,P, 0000.0000,014318,200,Cardiomyopathy  Dilated  1C,2000
Nu-Salbutamol 2mg/Ml Soln,P, 0000.0000,004828,200,C1q DEFICIENCY,2000
Avon Roll-On Antiperspirant Deodorant Feelin' Fresh Citrus Cool,O, 0000.0000,003685,200,Alternating hemiplegia of childhood,2000
Sandoz Indomethacin,P, 0000.0000,012027,200,Osteosclerosis,2000
Cold Relief Dm,O, 0000.0000,004412,200,Duodenal Diseases,2000
Ultra Sensitive Face Block Spf 25,O, 0000.0000,000000,200,Neoplasms  Fibrous Tissue,2000
Methylprednisolone Sodium Succinate For Injection,P, 0000.0000,014318,200,Gonorrhea,2000
Potassium Magnesium Citrate,O, 0000.0000,005287,200,Conjunctivitis  Viral,2000
Sunsmart Eye + Lip Sunscreen Spf 15,O, 0000.0000,004350,200,Prostate Cancer  Hereditary  6,2000
Rhinocort Aqua,P, 0000.0000,000000,200,Neural crest tumor,2000
Ester C Powder,O, 0000.0000,007157,200,Pruritic urticarial papules plaques of pregnancy,2000
Medipro,O, 0000.0000,005287,200,Bronchial Diseases,2000
Multi #2,O, 0000.0000,007977,200,Digestive System Abnormalities,2000
Selenium 200mcg,O, 0000.0000,006492,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,2000
Port A Mins Super Potassium 99,O, 0000.0000,000000,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Aricept,P, 0000.8915,004908,200,Heavy Metal Poisoning  Nervous System,2000
Glycerin Suppositories (Children),O, 0000.0000,004412,200,Neuropathy ataxia and retinitis pigmentosa,2000
Moclobemide,P, 0000.0000,014412,200,Mastoiditis,2000
Pediafer Solution Usp,O, 0000.0000,012027,200,Retinitis Pigmentosa 29,2000
Maalox H2 Acid Controller,O, 0000.0000,003636,200,Acrokeratoderma  Hereditary Papulotranslucent,2000
Children'S Advil,O, 0000.0000,014624,200,Duodenal Diseases,2000
Watkin'S Super Multi,O, 0000.0000,005446,200,Chromosome 8 ring,2000
